img_name,mask_name,img_shape_0,img_shape_1,mask_shape_0,mask_shape_1,ratio,convex_ratio,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std
119.JPG,binary_119.tif,4000,6000,4000,6000,3.95811,1.8540941066494682e-06,0,255,76.41388029893055,62.0,58.26662468343941,4,255,85.03650732293949,76.0,59.95046411253332,6,255,98.86679658978655,95.0,59.26082927106367
120.JPG,binary_120.tif,4000,6000,4000,6000,7.24180875,9.777846692851049e-07,0,255,50.79877989735645,40.0,42.85760249758821,0,255,68.99127617806808,52.0,54.7893073594909,4,255,92.23340405116332,73.0,69.91322839791547
121.JPG,binary_121.tif,4000,6000,4000,6000,4.694071875,1.6606466226257553e-06,0,255,38.695331545173666,25.0,37.68652622821997,0,255,40.38513111284646,30.0,33.45577913416639,1,255,52.270211297094804,42.0,40.983325918618725
122.JPG,binary_122.tif,4000,6000,4000,6000,6.92359,7.349834965515572e-07,0,255,50.8648547032681,36.0,43.06832012486656,0,255,63.56085643430648,51.0,48.472602453399254,0,255,84.68429266825447,75.0,56.69897109425694
123.JPG,binary_123.tif,4000,6000,4000,6000,7.7210175,9.324935738104296e-07,0,255,83.88364130763853,62.0,74.75051225712275,0,255,90.63322572122132,78.0,71.50702203227968,2,255,113.03840046017251,115.0,76.30952605902499
124.JPG,binary_124.tif,4000,6000,4000,6000,8.327375625,7.720557253008964e-07,0,255,54.12088629963777,47.0,49.178215871287854,0,255,66.42482261630896,69.0,49.83650600148139,0,255,71.88665306544281,73.0,51.874154995785375
125.JPG,binary_125.tif,4000,6000,4000,6000,9.914963125,7.053108977958001e-07,0,255,38.30680913399766,23.0,47.53078171559868,0,255,54.26297588978678,45.0,47.56385767636129,0,255,65.16607852991889,52.0,54.534697858504394
126.JPG,binary_126.tif,4000,6000,4000,6000,10.41617625,7.025666612568882e-07,0,255,54.3738629014654,27.0,61.00885449992696,0,255,60.93383152478819,37.0,59.0914272771551,0,255,78.70723601667166,58.0,67.6622433210776
127.JPG,binary_127.tif,4000,6000,4000,6000,8.203435,9.544233224155726e-07,0,255,56.55249142584783,50.0,42.21195395713009,0,255,73.98492140792241,71.0,50.6352822789704,0,255,87.26003512552973,87.0,52.73402151694145
128.JPG,binary_128.tif,4000,6000,4000,6000,10.811096875,6.840037106043412e-07,0,255,45.92863888984438,18.0,52.06759152638376,0,255,46.40260831535653,22.0,48.5437700617364,0,255,56.28725669891844,38.0,53.232464747375076
129.JPG,binary_129.tif,4000,6000,4000,6000,7.719136875,8.660864197719019e-07,0,255,53.573391584664705,51.0,38.58660178959806,0,255,66.3192550106193,63.0,45.54533060322647,1,255,86.14045150287609,91.0,50.60168665195235
130.JPG,binary_130.tif,4000,6000,4000,6000,5.14558125,1.2169954054792569e-06,0,255,49.09832744842966,31.0,46.40285332390269,0,255,56.8750831113589,42.0,45.47369334330291,3,255,75.02804724441967,61.0,56.05831992748551
131.JPG,binary_131.tif,4000,6000,4000,6000,8.42551875,9.118325752800838e-07,0,255,53.47284833352249,15.0,65.23681776870235,0,255,55.87843352375187,19.0,65.70744534650939,0,255,65.0551368869721,30.0,69.45838866925253
132.JPG,binary_132.tif,4000,6000,4000,6000,7.862383125,9.044887843902457e-07,0,255,48.807368758184246,26.0,49.963818646861,0,255,48.52503212885597,31.0,46.832681501045364,1,255,60.98309569466573,49.0,52.011325306487876
133.JPG,binary_133.tif,4000,6000,4000,6000,9.91956375,6.311066252985988e-07,0,255,69.1552667827756,51.0,59.831293488627686,0,255,81.81622975859196,68.0,59.882759062715294,0,255,89.01089003284041,82.0,59.66821151510721
134.JPG,binary_134.tif,4000,6000,4000,6000,9.88924,7.703492849073139e-07,0,255,52.63846545588943,23.0,59.837389335277486,0,255,55.55770387815444,28.0,58.853370282044494,0,255,68.1893866464966,43.0,64.73275376019184
135.JPG,binary_135.tif,4000,6000,4000,6000,5.10714,1.248151595956411e-06,0,255,71.149415817855,47.0,65.60661649898657,0,255,84.23375607482858,79.0,65.87671119161732,1,255,99.67920744291325,99.0,70.1937183329122
136.JPG,binary_136.tif,4000,6000,4000,6000,9.098240625,1.0053920530652065e-06,0,255,44.946043757773225,28.0,45.08026509670401,0,255,44.63228288985817,30.0,43.03443691857957,1,255,59.077856604831226,47.0,48.69757788791372
137.JPG,binary_137.tif,4000,6000,4000,6000,5.5109325,1.505941549714498e-06,0,255,59.8059501499973,47.0,49.7903372795414,0,255,71.04232314585599,61.0,55.606699027661485,0,255,90.20255033971111,87.0,61.477050012937454
138.JPG,binary_138.tif,4000,6000,4000,6000,7.477396875,1.0878821892851192e-06,0,255,31.124634283237775,18.0,37.48206589845655,0,255,40.485532607228365,24.0,41.509618208895525,0,255,54.9128830345788,41.0,48.7291049441437
139.JPG,binary_139.tif,4000,6000,4000,6000,6.189710625,1.119847567389415e-06,0,255,81.02708729214623,66.0,54.12170316462339,4,226,93.3037930791797,86.0,44.67399119695223,7,255,105.6927600714775,92.0,51.09277092240722
140.JPG,binary_140.tif,4000,6000,4000,6000,5.554888125,1.4517054896785476e-06,6,255,98.21545370906998,98.0,44.70080842469449,10,231,118.74709504163056,120.0,39.98686519375131,16,246,135.48870628695155,140.0,45.13782409308563
141.JPG,binary_141.tif,4000,6000,4000,6000,5.212083125,1.370254373525849e-06,0,255,91.94302913674271,90.0,51.1614456420964,1,254,113.74758077174758,114.0,52.06538199352087,6,255,125.05788004868015,122.0,62.465725097065274
142.JPG,binary_142.tif,4000,6000,4000,6000,4.7398125,1.358760115669689e-06,0,255,95.05364716431293,91.0,46.5350095654531,0,222,98.07513337816633,95.0,38.088761432847555,15,255,121.80815960546963,115.0,45.28569208774478
143.JPG,binary_143.tif,4000,6000,4000,6000,2.177221875,3.800613717351356e-06,0,255,85.38861479149891,66.0,59.44869963125927,0,255,93.23357001683625,96.0,48.1089226899501,3,255,129.0591220750067,123.0,62.12159286752092
144.JPG,binary_144.tif,4000,6000,4000,6000,2.22621375,3.718807701336056e-06,0,255,74.39354065843857,52.0,58.39094748497573,0,255,87.34908794135335,81.0,44.56803437297035,3,255,125.83404923493981,114.0,56.0829894307748
145.JPG,binary_145.tif,4000,6000,4000,6000,2.026028125,4.518559847626655e-06,0,255,66.36265568870127,50.0,51.82888609185121,0,255,83.19411595038939,77.0,45.2339519763806,1,255,117.02991320764612,109.0,52.96459731722072
146.JPG,binary_146.tif,4000,6000,4000,6000,6.90495375,1.227075241680334e-06,0,247,63.80490645936622,55.0,42.55297867015071,0,234,96.80323537648604,95.0,49.90774445280126,7,255,116.16701904049683,105.0,57.26391698462471
147.JPG,binary_147.tif,4000,6000,4000,6000,5.50092375,1.7138637977219523e-06,0,255,97.42691227541556,84.0,60.65703037710227,5,255,117.2593223547227,112.0,50.14403697910251,13,255,157.32570393290763,153.0,59.17786279284479
148.JPG,binary_148.tif,4000,6000,4000,6000,7.346263125,1.2849282168828047e-06,0,194,42.76275395458286,33.0,29.99371559975711,0,194,65.67562657919362,60.0,40.359122872638395,5,255,115.87385542360354,117.0,50.11706451468267
149.JPG,binary_149.tif,4000,6000,4000,6000,3.885605,1.7343400156163269e-06,5,255,99.60025594469845,83.0,54.23664419298306,6,255,119.98275654627787,120.0,51.80945675873337,12,255,137.95081814801043,128.0,55.827605178291066
150.JPG,binary_150.tif,4000,6000,4000,6000,4.25448375,1.6879968086356699e-06,0,255,81.74230436889081,69.0,62.425271889919486,3,254,75.7620810045402,69.0,46.18582690655675,0,255,94.96780146944973,90.0,48.1940332225526
151.JPG,binary_151.tif,4000,6000,4000,6000,3.6156025,2.581728680495087e-06,0,255,73.02051767305726,52.0,59.051245796830145,0,255,79.07836505119133,64.0,54.54797199860022,4,255,109.49046994933762,96.0,60.99285567103733
152.JPG,binary_152.tif,4000,6000,4000,6000,7.47609,9.77406886643188e-07,0,255,83.14025086977284,75.0,49.089152147852374,0,255,91.61228312527003,90.0,49.7397340953076,13,255,120.14220075266617,120.0,55.85280406157719
153.JPG,binary_153.tif,4000,6000,4000,6000,8.494273125,8.599759076349339e-07,0,255,94.96329026681727,92.0,49.82639663955833,0,255,109.03438441650061,113.0,51.974692658105575,1,255,136.1415053392223,142.0,57.019933310864744
155.JPG,binary_155.tif,4000,6000,4000,6000,2.013639375,3.7218987646404565e-06,9,255,165.43121797814467,198.0,76.83178541206327,2,255,162.11003646072425,182.0,73.43644799634636,13,255,167.42652187907282,195.0,69.89839813034867
156.JPG,binary_156.tif,4000,6000,4000,6000,3.935616875,2.110008081915153e-06,0,157,56.903931038765045,45.0,38.911623267216505,3,182,68.39214008223298,62.0,43.55084321842397,3,205,81.81652542716064,81.0,47.470651777928104
157.JPG,binary_157.tif,4000,6000,4000,6000,9.637013125,7.784152292344508e-07,0,255,106.80425638882794,111.0,64.2242621386703,0,251,75.77551479416502,77.0,45.015250931473545,10,255,112.33582539610788,122.0,57.544007292611106
158.JPG,binary_158.tif,4000,6000,4000,6000,4.619038125,1.3518338555497072e-06,0,230,69.70647960932342,54.0,49.25092875093723,0,191,57.68113301727727,51.0,35.75178268175695,2,212,80.91494549528102,76.0,43.57216240457162
159.JPG,binary_159.tif,4000,6000,4000,6000,5.63900625,1.2285275931597299e-06,0,236,71.92585118610216,66.0,47.75084842175193,0,187,57.24623066342585,53.0,33.86661800995795,5,219,79.10277353833399,81.0,39.786265146535015
160.JPG,binary_160.tif,4000,6000,4000,6000,8.328714375,9.171006761962721e-07,5,255,104.92131948935996,98.0,63.6514987961191,0,255,73.118474917685,69.0,48.018417454264075,7,255,104.82424838527375,110.0,59.93297170488015
161.JPG,binary_161.tif,4000,6000,4000,6000,5.374539375,1.3911744620173907e-06,10,255,102.70735747935608,91.0,57.81061897308479,0,219,66.45348816520672,63.0,32.47926382437013,13,245,120.70241914917592,123.0,46.47936707293691
162.JPG,binary_162.tif,4000,6000,4000,6000,4.49214375,1.606441952693839e-06,5,255,119.9986092386291,118.0,53.076441551313735,0,223,84.16683459873695,84.0,37.18871649103314,6,251,135.89025520944205,145.0,49.04036432688017
163.JPG,binary_163.tif,4000,6000,4000,6000,6.769771875,1.1353371560983152e-06,10,255,101.20818482158973,99.0,43.76751388128711,7,205,84.9378581349907,83.0,31.521599776190627,12,241,123.72752156068775,126.0,41.20320942738069
164.JPG,binary_164.tif,4000,6000,4000,6000,8.709620625,7.824704956500876e-07,5,255,100.83108319944762,95.0,47.84194112982383,0,222,86.93733904741688,91.0,43.82132045859385,8,237,101.31007198720553,106.0,47.749852452479914
165.JPG,binary_165.tif,4000,6000,4000,6000,3.162255,2.1545941592410785e-06,0,236,94.13716299760772,97.0,36.02704334672449,3,235,111.12306467220385,107.0,42.93109882120176,8,255,125.35642958901164,119.0,44.098509096609845
166.JPG,binary_166.tif,4000,6000,4000,6000,3.45491,1.6379461657180702e-06,1,255,96.46914518033755,92.0,48.03639777654786,7,253,108.23168023913792,99.0,54.096165909389995,12,255,120.91628635044039,108.0,54.05079104934689
167.JPG,binary_167.tif,4000,6000,4000,6000,4.049771875,1.3486857036605703e-06,6,247,95.96625257441198,89.0,42.49250435377242,3,241,95.9410764649552,85.0,47.96163318759977,6,249,109.22388267240362,102.0,52.84977647706895
168.JPG,binary_168.tif,4000,6000,4000,6000,4.89810375,1.6562174870064899e-06,0,255,92.55566618510275,76.0,56.79161351519808,0,255,123.15572735673473,116.0,48.499472652515884,10,255,154.22360400695882,151.0,52.59988447095705
169.JPG,binary_169.tif,4000,6000,4000,6000,6.31278,1.1419935943115513e-06,0,255,84.43932783971563,71.0,49.36585282786132,0,255,113.20177263424355,104.0,51.690273944252326,5,255,142.42154932137663,133.0,56.91241123284534
170.JPG,binary_170.tif,4000,6000,4000,6000,3.323276875,2.2286084816368297e-06,0,255,63.858932345202206,54.0,45.55320887794456,5,255,90.71182208524229,83.0,51.90278780544733,9,255,118.26632862180645,119.0,49.58754837999994
171.JPG,binary_171.tif,4000,6000,4000,6000,5.437311875,1.5757704851935654e-06,0,255,36.2142933910702,21.0,43.27647526951337,0,255,46.79159232980359,35.0,42.66623051586009,0,255,68.52016523790076,59.0,52.37043357591843
172.JPG,binary_172.tif,4000,6000,4000,6000,5.326408125,1.5557068527550628e-06,0,255,93.07091634101921,74.0,57.95059765194081,0,255,123.72046582048198,115.0,46.79927669307374,17,255,156.86754077824256,148.0,55.371278033724366
173.JPG,binary_173.tif,4000,6000,4000,6000,3.289085625,2.183742266546403e-06,0,255,85.13152496600024,82.0,49.39329035673523,3,255,101.94294500922274,104.0,45.808230111256776,7,255,124.27028598563773,119.0,51.28228649027972
174.JPG,binary_174.tif,4000,6000,4000,6000,5.723251875,1.1069190108689244e-06,0,255,76.48594379746741,73.0,39.13203796857429,5,255,107.77538665463679,110.0,42.89092504826547,12,255,131.04455508958358,124.0,47.10593034280333
175.JPG,binary_175.tif,4000,6000,4000,6000,7.694146875,1.043953209217727e-06,4,255,110.54690087066996,98.0,55.24892957861908,6,255,111.19901126140122,99.0,49.64671091695081,12,255,132.9325807320256,121.0,54.561150801404644
176.JPG,binary_176.tif,4000,6000,4000,6000,7.04919875,1.0063221639541208e-06,0,255,92.26676906010063,84.0,50.12022245128831,0,255,102.58855173079068,103.0,47.27074506073947,5,255,113.54348455205636,109.0,48.63051391986865
177.JPG,binary_177.tif,4000,6000,4000,6000,6.14301375,1.3743194216408403e-06,0,255,62.46699563793098,53.0,52.924003848508704,1,237,70.75316950495187,62.0,51.996420921777634,1,252,88.55858698020984,89.0,57.33113764033814
178.JPG,binary_178.tif,4000,6000,4000,6000,6.839641875,1.311393723161674e-06,0,255,81.6183079578271,68.0,50.34259664829166,10,255,98.99759371538732,93.0,40.26497689149171,14,255,126.30378993710106,117.0,47.453388323490984
179.JPG,binary_179.tif,4000,6000,4000,6000,4.297376875,2.0401628530990167e-06,0,255,90.01346984490394,82.0,68.28180926492446,0,255,104.61818874100959,101.0,67.79240768398532,3,255,114.56873502629438,114.0,70.22941507207206
180.JPG,binary_180.tif,4000,6000,4000,6000,3.825988125,1.1716948440406494e-06,5,255,87.82356224641967,77.0,51.00899925583098,5,237,73.53891633550222,66.0,43.73806799722845,7,255,83.9313843923653,76.0,49.065247674860146
181.JPG,binary_181.tif,4000,6000,4000,6000,3.193651875,1.9195203310363595e-06,0,255,95.44573972233589,87.0,46.20760486259841,0,255,106.11590962775178,97.0,52.13828406980496,3,255,115.22291976485383,106.0,53.88855382552691
182.JPG,binary_182.tif,4000,6000,4000,6000,3.590941875,1.6962605154846055e-06,0,255,141.6243494264301,141.0,54.28500598755296,0,255,140.13267706400845,145.0,56.11791951446486,2,255,151.9011690352131,159.0,58.44350436674426
183.JPG,binary_183.tif,4000,6000,4000,6000,6.22584625,1.369261020216252e-06,0,255,132.03773282226493,132.0,56.819067353905886,17,249,140.52751884934517,145.0,43.47809180861023,32,255,162.51115260033927,164.0,44.82998751204432
184.JPG,binary_184.tif,4000,6000,4000,6000,6.04866375,1.372021105679118e-06,7,255,123.3544703365268,123.0,47.29543120133609,7,234,122.6260947924242,128.0,41.26628561092313,13,255,138.17811960947574,139.0,44.348026304776006
185.JPG,binary_185.tif,4000,6000,4000,6000,6.04866375,1.372021105679118e-06,17,255,96.28874414617609,77.0,54.04012456726421,16,246,115.49670113089027,105.0,36.50469574630227,37,255,108.92215160745214,96.0,55.64758822542541
186.JPG,binary_186.tif,4000,6000,4000,6000,4.83792375,1.6190345489977854e-06,1,255,91.09003720345945,86.0,44.89987039047762,0,234,98.01789016414324,102.0,48.08528319597917,0,249,116.6574756113095,115.0,54.33799596545894
187.JPG,binary_187.tif,4000,6000,4000,6000,2.6990475,2.6478839295407227e-06,0,255,82.04838443006282,72.0,52.4259300856933,3,245,89.17843702269042,80.0,53.69217130970048,4,255,111.39196072873857,105.0,57.96449439806421
188.JPG,binary_188.tif,4000,6000,4000,6000,9.528808125,5.523787859564239e-07,33,255,218.4906922055375,238.0,49.949859615075816,26,255,213.3180996600244,233.0,43.73345308823929,22,255,215.195609196402,235.0,45.71260326772408
189.JPG,binary_189.tif,4000,6000,4000,6000,10.092910625,6.012930609949886e-07,27,255,185.15139574764638,195.0,42.98265802530537,31,255,178.97653173263882,193.0,37.44348798685312,30,255,180.75156881466984,195.0,39.114181010794134
190.JPG,binary_190.tif,4000,6000,4000,6000,6.080506875,1.6559362482705744e-06,0,255,71.69117726719124,68.0,57.21532692847228,0,255,68.84716827164183,66.0,53.789754225613024,0,255,79.78968796906426,82.0,61.01365562411755
191.JPG,binary_191.tif,4000,6000,4000,6000,3.001190625,1.6824417266047308e-06,1,255,54.56003752677323,48.0,35.30209793147851,5,255,72.77605721062787,71.0,44.16331125391191,5,255,79.30273485210557,75.0,45.50559584810389
192.JPG,binary_192.tif,4000,6000,4000,6000,8.2838025,7.76147648745541e-07,0,255,175.94637222760923,192.0,60.31601477920724,2,255,186.92376727052581,212.0,59.43778937148673,0,255,187.3901869039007,215.0,59.43228216609491
193.JPG,binary_193.tif,4000,6000,4000,6000,10.663366875,6.349431539827922e-07,5,255,181.39798587301254,195.0,57.53008189038813,8,255,190.0207799635516,213.0,57.16336629235379,10,255,191.34150183686708,216.0,56.15907398083645
194.JPG,binary_194.tif,4000,6000,4000,6000,5.700429375,1.066170224483651e-06,0,255,110.4971193507682,97.0,59.54458732030131,1,255,110.47514962414564,94.0,58.787798411555855,3,255,143.8417534775615,133.0,62.00546944355667
195.JPG,binary_195.tif,4000,6000,4000,6000,6.302994375,1.0559106830805933e-06,0,255,70.50005141405508,55.0,50.47127486495162,0,255,77.85279228890316,61.0,54.03290208585421,0,255,104.50544736127898,91.0,55.26018241159228
196.JPG,binary_196.tif,4000,6000,4000,6000,6.78433875,1.2070302391728887e-06,0,249,80.84584809389125,77.0,49.57126277999073,0,230,55.406790013249264,47.0,40.96563613586504,3,248,90.89539815136737,93.0,53.041251138398124
197.JPG,binary_197.tif,4000,6000,4000,6000,6.000883125,9.231988430176274e-07,0,255,57.570570602472785,41.0,50.80194246102847,0,255,47.20726324344135,31.0,42.63557245697926,0,255,70.34554674400529,57.0,54.463434966612915
198.JPG,binary_198.tif,4000,6000,4000,6000,5.99128875,1.0993011669389045e-06,0,255,50.635617837648034,34.0,47.04314940589663,0,255,40.83867838534739,27.0,38.728491175495286,0,255,63.246987866341776,53.0,50.86940109117089
199.JPG,binary_199.tif,4000,6000,4000,6000,9.31240875,7.071441073082644e-07,0,255,49.69278645280685,33.0,47.41897314179945,0,255,60.292046888513134,50.0,47.795556831659894,0,255,73.69627776218478,65.0,52.85636190448513
200.JPG,binary_200.tif,4000,6000,4000,6000,7.236060625,1.146242198185922e-06,0,255,91.14109282701041,89.0,51.53502893457467,0,230,74.5688541512185,59.0,50.70532370574052,4,255,140.88776593479687,141.0,83.31519714222995
201.JPG,binary_201.tif,4000,6000,4000,6000,5.173854375,1.1796873967919361e-06,0,234,42.03497682518364,26.0,43.64114252310106,0,207,36.07968563572105,19.0,37.04047813066654,0,255,63.1891360732394,40.0,64.62949629182586
202.JPG,binary_202.tif,4000,6000,4000,6000,9.33867375,7.642934756891416e-07,0,206,58.712988688570476,59.0,40.74911421301754,0,197,61.55434196424305,66.0,41.67281630782507,0,236,81.03563976362275,97.0,54.42810172443836
203.JPG,binary_203.tif,4000,6000,4000,6000,17.599791875,3.9611187231521074e-07,0,255,81.30301047238946,78.0,47.65913661763992,2,255,105.4775716275338,103.0,55.33725761934386,4,255,116.18697323373888,117.0,52.12791120254571
204.JPG,binary_204.tif,4000,6000,4000,6000,9.55083375,7.949696605370469e-07,0,255,47.06847353771602,25.0,49.71733150876019,0,208,44.90806673029986,21.0,49.41981511081494,0,230,50.54562121343595,27.0,51.38129345712074
205.JPG,binary_205.tif,4000,6000,4000,6000,8.880853125,9.488051412331453e-07,0,226,50.09537653512314,34.0,45.7237634299383,0,201,57.789739724470444,39.0,49.44539632619843,0,225,61.39199133810695,47.0,49.52138228095746
206.JPG,binary_206.tif,4000,6000,4000,6000,5.513875625,1.2760767975791412e-06,0,255,105.3281665198968,99.0,54.17174967900742,0,255,112.52731942969787,107.0,48.21922402088206,15,255,139.82972061053698,138.0,54.88564030024654
207.JPG,binary_207.tif,4000,6000,4000,6000,16.1439225,3.360223032485014e-07,10,255,152.6855211303201,166.0,48.713515733467695,11,255,170.20538518442467,184.0,53.60535328510341,13,255,187.23241048605132,201.0,55.810176983197444
208.JPG,binary_208.tif,4000,6000,4000,6000,6.91067,6.792136594320894e-07,13,255,126.91816160734054,127.0,54.5889174672709,17,255,135.69457854665322,132.0,49.59630297516832,19,255,154.78137530442055,158.0,45.545000786744296
209.JPG,binary_209.tif,4000,6000,4000,6000,2.762415,2.6577843927000714e-06,0,255,42.26043109018739,25.0,42.45119908813466,0,255,56.38186944213668,36.0,50.02751342522865,0,255,64.54610141850519,47.0,54.560804418254605
210.JPG,binary_210.tif,4000,6000,4000,6000,3.142651875,2.3144794107277517e-06,0,255,37.495288712180376,19.0,46.786175311957855,0,255,47.9957975380267,29.0,45.87597747503047,0,255,57.092521781465216,38.0,51.851572451949025
211.JPG,binary_211.tif,4000,6000,4000,6000,3.454453125,1.515422736877912e-06,0,255,76.91844982698962,62.0,60.87832072223988,0,255,72.53419761630143,55.0,58.760370983120765,0,255,72.60908573625528,52.0,59.91080260436272
212.JPG,binary_212.tif,4000,6000,4000,6000,1.632095625,5.212171042194062e-06,0,255,64.79707569217949,47.0,54.522747968784735,3,255,80.8242095189735,74.0,54.57306027050572,2,255,72.45839761993112,66.0,49.4612311793315
213.JPG,binary_213.tif,4000,6000,4000,6000,3.47412,2.3476312466785757e-06,0,255,74.78958394499902,67.0,46.894236972789656,2,255,101.40415198669015,107.0,50.80077160448332,4,255,117.5688062732433,113.0,52.044538007603535
214.JPG,binary_214.tif,4000,6000,4000,6000,8.95528125,9.195171329557949e-07,0,255,46.81347214806905,31.0,47.15272456699813,0,255,56.20595598267782,43.0,48.01866448264922,0,255,64.95735896066915,60.0,51.624487608165715
215.JPG,binary_215.tif,4000,6000,4000,6000,4.099475625,1.8228694148932369e-06,0,255,45.41641591051051,31.0,41.08701352174409,2,255,58.93270145373776,43.0,47.97927667830672,3,247,69.99023670862782,51.0,57.36548644777741
216.JPG,binary_216.tif,4000,6000,4000,6000,9.1872675,7.754406555069007e-07,0,255,84.80132395187144,72.0,62.910206918717954,0,255,94.63771851913532,94.0,62.417485793960516,0,255,115.65409906971796,119.0,67.8750974696064
217.JPG,binary_217.tif,4000,6000,4000,6000,5.91032625,1.2292636693938725e-06,0,255,75.56213933621684,63.0,53.274533811724304,0,255,97.70836973678061,104.0,54.35260320048081,3,255,114.63219754577845,115.0,54.78655240608329
218.JPG,binary_218.tif,4000,6000,4000,6000,4.941230625,1.266163542062868e-06,0,255,98.94900195029857,93.0,61.66344180726921,1,255,118.03080697634914,116.0,63.14326813498946,2,255,141.6508815048478,146.0,64.15728432171079
219.JPG,binary_219.tif,4000,6000,4000,6000,12.21048375,6.91303528126424e-07,0,255,65.73175591835172,48.0,58.04186816984746,0,255,74.29211327315349,62.0,57.89339780563883,0,255,89.95101642676524,80.0,63.1264385494182
220.JPG,binary_220.tif,4000,6000,4000,6000,11.0711225,7.930945677271083e-07,0,255,64.87893814516099,43.0,64.15181447547008,0,255,76.08669197725885,58.0,65.6711917182429,0,255,86.24564390376857,73.0,69.15306055618244
221.JPG,binary_221.tif,4000,6000,4000,6000,9.813898125,7.627310697828236e-07,0,255,69.59042007836209,48.0,62.48456431326421,0,255,80.73899623346661,64.0,60.950526298198994,0,255,94.69786425972299,81.0,65.11812060350474
222.JPG,binary_222.tif,4000,6000,4000,6000,10.2342975,7.096082446183551e-07,0,255,84.60774707545878,65.0,68.33706146630144,0,255,95.65791692101973,87.0,64.46151115597758,2,255,111.52193457831375,106.0,68.45712673465599
223.JPG,binary_223.tif,4000,6000,4000,6000,1.968886875,4.951081573252778e-06,0,255,125.03914045340974,125.0,58.555025218094244,14,255,136.4037462157393,131.0,57.78313120588826,18,255,143.70944972397157,139.0,59.170251111348094
224.JPG,binary_224.tif,4000,6000,4000,6000,5.73087,9.12410931400833e-07,0,255,106.50590867965946,104.0,47.028084772936324,12,254,127.46873238705467,123.0,43.61530415652769,11,255,136.7709760908902,136.0,47.929159340927846
225.JPG,binary_225.tif,4000,6000,4000,6000,8.346181875,6.815403802922612e-07,0,246,74.34414141915641,69.0,42.34972837986179,8,236,87.06307517411966,86.0,39.81264192075397,15,240,106.04824683682082,106.0,35.34583617453668
226.JPG,binary_226.tif,4000,6000,4000,6000,6.45946875,1.1797414022869256e-06,0,255,68.93429393864626,53.0,59.70833015612799,0,255,83.51525947857554,72.0,64.12619146271014,1,255,86.69796529319845,80.0,62.36405649121738
227.JPG,binary_227.tif,4000,6000,4000,6000,7.464105,9.613426652347506e-07,0,255,67.54166951362555,55.0,55.42551823428311,0,253,71.5519712343275,54.0,58.1498839256037,3,255,85.493191497842,72.0,60.75422095534657
228.JPG,binary_228.tif,4000,6000,4000,6000,3.3227775,2.5135394477418113e-06,0,255,79.05438842203549,66.0,71.49688533047811,1,255,77.06552575368046,72.0,61.519545210685585,2,255,91.38113784326517,97.0,66.08754629695328
229.JPG,binary_229.tif,4000,6000,4000,6000,6.828135,1.0073303310063958e-06,0,236,54.82701261032478,51.0,31.026762874813027,0,250,80.20718807185271,83.0,38.25326483661868,0,255,100.58214917030786,97.0,43.770448303829205
230.JPG,binary_230.tif,4000,6000,4000,6000,6.808404375,1.0812888821466928e-06,0,255,77.43605637407516,58.0,61.88331792029773,1,223,73.2385036618804,63.0,52.23670586791476,2,234,83.8001314000977,76.0,56.36727695892045
231.JPG,binary_231.tif,4000,6000,4000,6000,4.41211625,1.8892758730763362e-06,8,255,121.5345809111444,113.0,58.618048341468665,7,242,124.11433614764796,126.0,46.144169182798585,14,255,148.1031118003747,154.0,48.96924572875449
232.JPG,binary_232.tif,4000,6000,4000,6000,2.085443125,3.942879140131666e-06,4,255,115.63683977236253,119.0,43.149168252282095,10,255,128.509045889228,138.0,45.699162713776026,17,255,149.51025336641584,157.0,45.59258729260682
233.JPG,binary_233.tif,4000,6000,4000,6000,3.3087525,2.0694309942330467e-06,2,233,83.52421871989519,86.0,37.24256695383008,3,235,93.91405276611049,107.0,44.532821296517156,4,250,102.01143822331831,116.0,46.67989088401064
234.JPG,binary_234.tif,4000,6000,4000,6000,10.044885625,5.459091320899036e-07,4,255,93.6615647751589,92.0,40.507788826028985,8,249,112.36626785882393,120.0,46.374749547695885,7,255,121.85413279655934,123.0,55.30810218421019
235.JPG,binary_235.tif,4000,6000,4000,6000,1.87422875,2.9876886453355733e-06,1,255,71.85426705518204,54.0,58.630371507111136,0,255,80.8505595301534,75.0,54.2113083091733,2,255,83.38800893434166,82.0,53.315627175057486
236.JPG,binary_236.tif,4000,6000,4000,6000,30.1214925,3.068576236057427e-07,0,255,26.879395293908495,14.0,43.280928860738086,0,255,34.13407754031444,18.0,42.000823356111944,3,255,56.33528961919799,24.0,63.37191271586538
237.JPG,binary_237.tif,4000,6000,4000,6000,17.5094475,3.4110620685499407e-07,0,255,72.43051419098175,47.0,64.3949163126942,0,255,89.37359673970295,71.0,68.06048580777971,0,255,115.06090362074532,105.0,78.50006726118077
238.JPG,binary_238.tif,4000,6000,4000,6000,18.87125375,2.4757570498432315e-07,0,255,59.509994268398835,42.0,57.033633892618646,0,255,66.19780273607947,49.0,57.87441943081866,0,255,79.10444745225261,61.0,62.966194156943104
239.JPG,binary_239.tif,4000,6000,4000,6000,5.805298125,9.88642114433873e-07,0,233,59.03594012236882,53.0,42.259300490824806,0,218,72.56458039353491,72.0,46.22140892323688,2,226,92.2892798248841,98.0,51.089708861839085
